Sourcing Cost,NTM1,NTM2,NTM3,X1,X2,X3,DIRECT,ECOM,RETAIL,WHOLESALE,ExtraLarge,Large,Small,Liquid,Powder
141.22,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
101.97,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
155.55,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
152.71,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
135.38,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
41.09,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
168.86,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
149.46,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
145.92,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
171.56,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
42.02,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
153.81,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
155.68,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
136.19,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
105.04,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
18.01,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
159.44,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
159.68,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
174.6,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
125.08,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
172.07,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
42.36,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
137.67,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
132.84,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
199.53,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
93.08,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
142.65,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
174.02,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
174.5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
144.88,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
137.55,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.73,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
157.04,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
148.57,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
137.48,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
146.84,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
90.48,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
32.87,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
117.21,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
157.51,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
159.43,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
216.41,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
128.7,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
192.37,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
139.65,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
175.45,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
41.12,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
157.97,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
22.44,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
21.66,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
14.7,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
147.66,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
133.45,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
58.82,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
145.4,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
15.9,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
213.74,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
136.57,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.73,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
137.19,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
142.37,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
31.64,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
158.52,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
31.96,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
143.73,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
141.47,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
26.75,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
108.33,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
66.15,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
160.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
138.63,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
138.62,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
113.58,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
141.58,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
147.9,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
144.66,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
146.61,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
144.39,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
139.73,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.19,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
138.22,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
25.46,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
106.51,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
138.84,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
21.46,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
153.33,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
76.65,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
27.23,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
136.19,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
138.4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
128.44,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
68.14,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
139.34,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
138.41,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
139.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
140.83,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
136.58,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
171.63,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
121.55,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
153.84,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
29.29,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
196.09,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
149.08,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
144.28,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.11,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
151.69,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
144.28,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
135.23,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
67.1,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
156.81,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
44.41,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
20.32,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
25.84,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
22.3,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
154.4,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
136.09,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
150.68,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
140.69,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
173.08,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
29.93,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
143.13,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
143.97,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
141.22,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
97.47,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
102.95,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
108.22,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
138.62,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
205.18,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
138.22,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
160.53,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
42.8,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
144.9,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
196.98,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
145.87,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
60.82,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
196.04,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
31.78,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
20.99,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
160.76,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
3.46,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
31.51,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
159.12,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
149.61,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
215.98,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
148.47,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
136.26,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
171.65,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
157.57,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
6.15,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
132.91,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
63.06,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
143.73,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
136.02,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
145.71,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
107.62,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
56.52,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
27.08,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
24.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
163.14,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
118.29,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
68.88,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
117.63,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
55.03,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
42.8,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
71.33,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
133.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
155.59,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
140.83,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
153.22,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
139.95,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
134.75,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
175.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.83,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
161.02,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
132.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
70.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
161.55,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.13,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
25.69,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
26.14,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
133.7,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
173.91,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
68.99,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
193.85,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.13,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
103.84,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
17.11,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
139.95,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
142.56,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
115.87,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
164.65,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
166.74,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
152.25,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
142.28,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
104.9,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
26.13,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
158.78,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
156.71,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
153.6,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
136.02,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
142.71,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
163.24,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
207.89,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
145.68,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
196.78,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
139.42,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
103.16,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
140.14,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
143.13,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
152.11,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
148.85,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
157.46,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
42.22,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
93.6,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
154.24,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
56.13,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
104.86,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
65.14,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
150.15,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
146.97,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
64.29,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
105.65,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
161.88,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
138.22,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
150.68,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
27.22,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
141.98,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
147.18,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
134.43,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
70.2,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
151.91,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
175.17,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
159.39,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
56.52,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
135.76,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
21.4,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
104.87,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
104.86,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
105.55,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
132.44,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
132.54,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
70.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
52.36,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
144.51,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
136.83,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
174.41,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
67.82,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
107.26,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
143.38,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
41.97,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
85.63,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
138.4,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
194.73,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
171.52,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
137.04,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
151.27,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
39.05,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
155.92,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
50.16,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
151.49,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
199.22,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
195.99,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
14.96,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
163.69,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
180.12,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
138.84,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
135.38,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
40.66,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
152.47,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
132.54,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
139.71,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
31.45,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
128.7,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
174.48,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
173.78,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
55.16,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
38.52,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
199.91,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
142.37,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
21.14,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
56.52,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
266.31,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
135.46,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
133.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
148.92,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
38.6,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
106.72,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
26.51,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
93.71,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
143.85,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
26.62,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
42.83,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
139.73,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
114.5,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
150.65,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
103.99,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
210.33,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
12.3,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
180.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
31.78,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
26.27,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
156.06,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
155.67,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
144.27,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
41.15,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
3.29,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
14.54,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
138.22,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
31.93,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
152.33,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
49.08,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
136.09,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
148.08,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
137.67,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
148.4,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
44.97,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
143.34,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
27.63,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
146.92,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
159.85,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
135.48,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
40.13,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
133.63,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
108.38,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
95.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
38.24,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
142.11,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
131.91,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
218.94,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
196.87,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
133.62,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
158.12,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
149.82,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
216.68,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
143.92,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
146.98,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
147.39,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
161.45,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
148.74,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
62.34,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
136.09,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
191.07,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
128.68,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
160.8,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
173.99,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
175.31,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
65.05,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
141.76,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
50.02,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
163.64,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
154.17,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
141.22,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
133.45,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
174.42,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
25.9,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
174.07,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
133.0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
157.07,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
60.76,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
115.32,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
64.76,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
146.23,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
150.22,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
90.42,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
152.83,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
149.13,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
12.96,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
156.81,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
17.05,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
147.64,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
23.86,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
48.88,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
0.0,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
143.12,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
144.28,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
96.53,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
268.65,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
67.6,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
166.71,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
80.89,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
139.85,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
91.37,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
133.62,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
31.45,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
175.45,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
49.01,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
67.29,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
1.84,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
143.92,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
144.89,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
31.43,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
135.98,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
148.4,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
150.6,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
4.81,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True
158.51,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
136.83,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
147.77,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
31.59,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
107.25,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
90.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
174.42,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
